DateTime,electricity_hourly_diff,heating_hourly_diff,is_holiday,day_of_week,hour_of_day,is_working_hour,number_of_people,Temperature,Humidity,Dewpoint,Sun Duration,Precipitation Height,Wind Speed,Wind Direction,indoor_temperature,temperature_difference
2022-01-01 00:00:00,0.0,0.0,1.0,5.0,0.0,0.0,0.0,13.2,85.0,10.7,0.0,0.0,5.0,240.0,13.2,0.0
2022-01-01 01:00:00,5.057500000111759,20.0,1.0,5.0,1.0,0.0,0.0,13.1,87.0,11.0,0.0,0.0,4.8,240.0,13.1,0.0
2022-01-01 02:00:00,4.955000000074506,19.75,1.0,5.0,2.0,0.0,0.0,12.8,88.0,11.0,0.0,0.0,4.5,230.0,12.8,0.0
2022-01-01 03:00:00,5.029999999795109,19.25,1.0,5.0,3.0,0.0,0.0,12.6,88.0,10.7,0.0,0.0,4.4,210.0,12.6,0.0
2022-01-01 04:00:00,6.330000000074506,20.0,1.0,5.0,4.0,0.0,0.0,12.6,86.0,10.3,0.0,0.0,4.0,220.0,12.6,0.0
2022-01-01 05:00:00,7.007500000065193,19.25,1.0,5.0,5.0,0.0,0.0,13.0,84.0,10.4,0.0,0.0,5.1,210.0,13.0,0.0
2022-01-01 06:00:00,6.96999999997206,19.75,1.0,5.0,6.0,0.0,0.0,12.7,84.0,10.2,0.0,0.0,4.5,210.0,12.7,0.0
2022-01-01 07:00:00,7.03249999997206,19.5,1.0,5.0,7.0,0.0,0.0,12.9,81.0,9.8,0.0,0.0,4.3,200.0,12.9,0.0
2022-01-01 08:00:00,6.912499999860302,19.75,1.0,5.0,8.0,0.0,0.0,12.6,82.0,9.6,0.0,0.0,4.2,190.0,12.6,0.0
2022-01-01 09:00:00,6.2625000001862645,19.75,1.0,5.0,9.0,0.0,0.0,12.9,80.0,9.5,0.0,0.0,3.8,190.0,12.9,0.0
2022-01-01 10:00:00,6.024999999906868,19.25,1.0,5.0,10.0,0.0,0.0,13.5,77.0,9.6,0.0,0.0,3.7,180.0,13.5,0.0
2022-01-01 11:00:00,5.962499999906868,19.75,1.0,5.0,11.0,0.0,0.0,14.2,74.0,9.7,2.0,0.0,5.1,170.0,14.2,0.0
2022-01-01 12:00:00,5.972500000149012,19.5,1.0,5.0,12.0,0.0,0.0,14.3,73.0,9.6,2.0,0.0,6.1,170.0,14.3,0.0
2022-01-01 13:00:00,6.015000000130385,19.5,1.0,5.0,13.0,0.0,0.0,14.6,73.0,9.9,34.0,0.0,6.0,170.0,14.6,0.0
2022-01-01 14:00:00,6.092499999795109,19.0,1.0,5.0,14.0,0.0,0.0,14.4,75.0,10.0,1.0,0.0,5.6,170.0,14.4,0.0
2022-01-01 15:00:00,5.9850000001024455,19.25,1.0,5.0,15.0,0.0,0.0,13.8,78.0,10.0,5.0,0.0,5.5,160.0,13.8,0.0
2022-01-01 16:00:00,5.96750000002794,19.25,1.0,5.0,16.0,0.0,0.0,13.1,80.0,9.8,0.0,0.0,4.4,160.0,13.1,0.0
2022-01-01 17:00:00,6.512499999953434,19.0,1.0,5.0,17.0,0.0,0.0,12.6,82.0,9.6,0.0,0.0,4.9,150.0,12.6,0.0
2022-01-01 18:00:00,6.945000000065193,19.5,1.0,5.0,18.0,0.0,0.0,11.9,86.0,9.6,0.0,0.0,5.7,150.0,11.9,0.0
2022-01-01 19:00:00,7.007499999832362,19.0,1.0,5.0,19.0,0.0,0.0,11.7,86.0,9.5,0.0,0.0,5.8,150.0,11.7,0.0
2022-01-01 20:00:00,7.0,19.0,1.0,5.0,20.0,0.0,0.0,11.7,86.0,9.5,0.0,0.0,6.7,160.0,11.7,0.0
2022-01-01 21:00:00,5.740000000223517,19.0,1.0,5.0,21.0,0.0,0.0,11.4,87.0,9.4,0.0,0.0,6.4,150.0,11.4,0.0
2022-01-01 22:00:00,5.044999999925494,19.0,1.0,5.0,22.0,0.0,0.0,11.2,88.0,9.2,0.0,0.0,7.4,150.0,11.2,0.0
2022-01-01 23:00:00,5.5424999999813735,19.0,1.0,5.0,23.0,0.0,0.0,11.3,86.0,9.0,0.0,0.0,6.7,150.0,11.3,0.0
2022-01-02 00:00:00,5.099999999860302,19.5,1.0,6.0,0.0,0.0,0.0,11.2,85.0,8.8,0.0,0.0,6.5,160.0,11.2,0.0
2022-01-02 01:00:00,5.130000000121072,19.0,1.0,6.0,1.0,0.0,0.0,11.1,85.0,8.6,0.0,0.0,6.4,160.0,11.1,0.0
2022-01-02 02:00:00,4.965000000083819,19.0,1.0,6.0,2.0,0.0,0.0,11.0,85.0,8.5,0.0,0.0,5.5,160.0,11.0,0.0
2022-01-02 03:00:00,4.972499999916181,19.5,1.0,6.0,3.0,0.0,0.0,10.9,85.0,8.5,0.0,0.0,5.3,150.0,10.9,0.0
2022-01-02 04:00:00,6.232499999925494,19.0,1.0,6.0,4.0,0.0,0.0,10.9,86.0,8.6,0.0,0.0,6.5,150.0,10.9,0.0
2022-01-02 05:00:00,7.060000000055879,19.0,1.0,6.0,5.0,0.0,0.0,10.6,88.0,8.8,0.0,0.3,6.1,150.0,10.6,0.0
2022-01-02 06:00:00,6.850000000093132,19.5,1.0,6.0,6.0,0.0,0.0,10.4,90.0,8.8,0.0,0.3,6.8,150.0,10.4,0.0
2022-01-02 07:00:00,6.867499999934807,19.5,1.0,6.0,7.0,0.0,0.0,10.5,90.0,9.0,0.0,0.1,6.8,150.0,10.5,0.0
2022-01-02 08:00:00,6.832499999785796,19.0,1.0,6.0,8.0,0.0,0.0,10.7,88.0,8.8,0.0,0.0,7.2,150.0,10.7,0.0
2022-01-02 09:00:00,6.542500000214204,19.5,1.0,6.0,9.0,0.0,0.0,11.2,81.0,8.1,0.0,0.0,8.6,150.0,11.2,0.0
2022-01-02 10:00:00,6.070000000065193,19.5,1.0,6.0,10.0,0.0,0.0,11.7,78.0,7.9,0.0,0.0,8.4,170.0,11.7,0.0
2022-01-02 11:00:00,6.462499999906868,19.0,1.0,6.0,11.0,0.0,0.0,12.9,76.0,8.7,0.0,0.0,7.4,200.0,12.9,0.0
2022-01-02 12:00:00,6.069999999832362,18.5,1.0,6.0,12.0,0.0,0.0,13.3,73.0,8.7,0.0,0.0,8.9,240.0,13.3,0.0
2022-01-02 13:00:00,5.9500000001862645,18.5,1.0,6.0,13.0,0.0,0.0,12.8,77.0,8.8,0.0,0.0,7.5,230.0,12.8,0.0
2022-01-02 14:00:00,5.967499999795109,19.0,1.0,6.0,14.0,0.0,0.0,13.2,74.0,8.7,0.0,0.0,7.6,230.0,13.2,0.0
2022-01-02 15:00:00,5.965000000083819,18.5,1.0,6.0,15.0,0.0,0.0,12.9,78.0,9.2,0.0,0.0,6.8,230.0,12.9,0.0
2022-01-02 16:00:00,6.057500000111759,19.0,1.0,6.0,16.0,0.0,0.0,12.7,77.0,8.9,0.0,0.0,6.2,230.0,12.7,0.0
2022-01-02 17:00:00,6.65500000002794,18.5,1.0,6.0,17.0,0.0,0.0,11.9,82.0,8.9,0.0,0.0,6.2,220.0,11.9,0.0
2022-01-02 18:00:00,6.857499999925494,18.5,1.0,6.0,18.0,0.0,0.0,11.1,92.0,9.9,0.0,0.6,6.2,210.0,11.1,0.0
2022-01-02 19:00:00,6.897499999962747,19.0,1.0,6.0,19.0,0.0,0.0,10.6,95.0,9.9,0.0,3.5,6.7,210.0,10.6,0.0
2022-01-02 20:00:00,6.942500000121072,18.5,1.0,6.0,20.0,0.0,0.0,10.4,97.0,9.9,0.0,2.5,5.0,210.0,10.4,0.0
2022-01-02 21:00:00,5.652499999850988,19.5,1.0,6.0,21.0,0.0,0.0,10.5,84.0,8.0,0.0,7.4,8.3,240.0,10.5,0.0
2022-01-02 22:00:00,5.007500000065193,18.5,1.0,6.0,22.0,0.0,0.0,10.8,86.0,8.5,0.0,0.0,10.6,240.0,10.8,0.0
2022-01-02 23:00:00,5.412500000093132,19.0,1.0,6.0,23.0,0.0,0.0,10.7,84.0,8.0,0.0,0.0,10.0,250.0,10.7,0.0
2022-01-03 00:00:00,4.939999999944121,19.0,0.0,0.0,0.0,0.0,0.0,10.6,82.0,7.6,0.0,0.0,8.7,250.0,10.6,0.0
2022-01-03 01:00:00,4.947500000009313,18.5,0.0,0.0,1.0,0.0,0.0,10.7,78.0,7.0,0.0,0.0,8.6,250.0,10.7,0.0
2022-01-03 02:00:00,4.947500000009313,19.0,0.0,0.0,2.0,0.0,0.0,10.5,78.0,6.8,0.0,0.0,7.8,240.0,10.5,0.0
2022-01-03 03:00:00,4.962499999906868,19.0,0.0,0.0,3.0,0.0,0.0,10.3,76.0,6.3,0.0,0.0,8.2,240.0,10.3,0.0
2022-01-03 04:00:00,6.21750000002794,19.5,0.0,0.0,4.0,0.0,0.0,9.8,80.0,6.5,0.0,0.0,8.0,240.0,9.8,0.0
2022-01-03 05:00:00,6.9375,19.0,0.0,0.0,5.0,0.0,0.0,9.4,82.0,6.4,0.0,0.0,7.7,230.0,9.4,0.0
2022-01-03 06:00:00,6.864999999990687,19.0,0.0,0.0,6.0,0.0,0.0,9.7,81.0,6.5,0.0,0.0,7.8,230.0,9.7,0.0
2022-01-03 07:00:00,7.53000000002794,21.5,0.0,0.0,7.0,0.0,0.0,10.0,81.0,6.8,0.0,0.0,7.8,230.0,10.0,0.0
2022-01-03 08:00:00,10.96750000002794,29.5,0.0,0.0,8.0,0.0,0.0,9.8,81.0,6.8,0.0,0.0,7.4,230.0,9.8,0.0
2022-01-03 09:00:00,11.489999999990689,28.0,0.0,0.0,9.0,1.0,333.75,10.0,83.0,7.3,0.0,0.0,7.4,230.0,22.0,12.0
2022-01-03 10:00:00,11.43999999994412,23.5,0.0,0.0,10.0,1.0,295.25,10.6,78.0,6.9,0.0,0.0,8.0,230.0,22.0,11.4
2022-01-03 11:00:00,12.270000000018626,26.5,0.0,0.0,11.0,1.0,336.0,11.2,76.0,7.2,3.0,0.0,8.9,240.0,22.0,10.8
2022-01-03 12:00:00,12.705000000074506,26.5,0.0,0.0,12.0,1.0,327.5,11.4,75.0,7.1,0.0,0.0,8.5,230.0,22.0,10.6
2022-01-03 13:00:00,13.149999999906868,25.25,0.0,0.0,13.0,1.0,324.5,10.5,82.0,7.5,0.0,0.1,9.0,230.0,22.0,11.5
2022-01-03 14:00:00,13.887499999953434,26.75,0.0,0.0,14.0,1.0,344.5,9.8,84.0,7.3,0.0,0.0,7.9,230.0,22.0,12.2
2022-01-03 15:00:00,12.8125,26.0,0.0,0.0,15.0,1.0,319.75,9.1,89.0,7.5,0.0,0.3,7.9,230.0,22.0,12.9
2022-01-03 16:00:00,11.325000000186265,23.25,0.0,0.0,16.0,1.0,331.75,8.5,94.0,7.6,0.0,1.4,5.3,220.0,22.0,13.5
2022-01-03 17:00:00,9.24999999976717,21.5,0.0,0.0,17.0,0.0,0.0,8.3,94.0,7.5,0.0,0.8,6.1,220.0,8.3,0.0
2022-01-03 18:00:00,8.06250000023283,17.5,0.0,0.0,18.0,0.0,0.0,8.1,96.0,7.5,0.0,0.0,4.3,210.0,8.1,0.0
2022-01-03 19:00:00,7.697500000009313,20.25,0.0,0.0,19.0,0.0,0.0,8.3,94.0,7.4,0.0,0.0,4.1,220.0,8.3,0.0
2022-01-03 20:00:00,7.387499999953434,19.5,0.0,0.0,20.0,0.0,0.0,8.6,93.0,7.5,0.0,0.0,4.2,200.0,8.6,0.0
2022-01-03 21:00:00,6.15500000002794,20.5,0.0,0.0,21.0,0.0,0.0,8.9,92.0,7.7,0.0,0.0,4.0,190.0,8.9,0.0
2022-01-03 22:00:00,5.462499999906868,19.75,0.0,0.0,22.0,0.0,0.0,9.2,92.0,7.9,0.0,0.0,3.5,210.0,9.2,0.0
2022-01-03 23:00:00,6.0149999998975545,20.0,0.0,0.0,23.0,0.0,0.0,8.7,89.0,7.0,0.0,0.0,5.3,220.0,8.7,0.0
2022-01-04 00:00:00,5.535000000149012,20.25,0.0,1.0,0.0,0.0,0.0,8.0,91.0,6.6,0.0,0.1,5.7,220.0,8.0,0.0
2022-01-04 01:00:00,5.484999999869615,20.5,0.0,1.0,1.0,0.0,0.0,7.5,94.0,6.6,0.0,0.5,4.2,220.0,7.5,0.0
2022-01-04 02:00:00,5.397499999962747,20.25,0.0,1.0,2.0,0.0,0.0,7.5,95.0,6.7,0.0,0.5,3.2,210.0,7.5,0.0
2022-01-04 03:00:00,5.4375,20.25,0.0,1.0,3.0,0.0,0.0,7.3,96.0,6.7,0.0,0.8,3.3,200.0,7.3,0.0
2022-01-04 04:00:00,6.777500000083819,20.5,0.0,1.0,4.0,0.0,0.0,7.2,97.0,6.7,0.0,0.2,4.0,210.0,7.2,0.0
2022-01-04 05:00:00,7.630000000121072,20.5,0.0,1.0,5.0,0.0,0.0,7.2,96.0,6.6,0.0,0.0,3.9,200.0,7.2,0.0
2022-01-04 06:00:00,7.502499999944121,20.5,0.0,1.0,6.0,0.0,0.0,7.0,97.0,6.5,0.0,0.0,2.8,200.0,7.0,0.0
2022-01-04 07:00:00,8.042499999981374,20.5,0.0,1.0,7.0,0.0,0.0,7.2,95.0,6.5,0.0,0.0,3.4,200.0,7.2,0.0
2022-01-04 08:00:00,10.62250000005588,24.5,0.0,1.0,8.0,0.0,0.0,7.0,96.0,6.4,0.0,0.2,2.9,190.0,7.0,0.0
2022-01-04 09:00:00,12.010000000009311,23.0,0.0,1.0,9.0,1.0,336.75,7.1,96.0,6.6,0.0,0.6,2.9,200.0,22.0,14.9
2022-01-04 10:00:00,12.65500000002794,23.75,0.0,1.0,10.0,1.0,339.5,7.3,96.0,6.7,0.0,1.0,3.8,210.0,22.0,14.7
2022-01-04 11:00:00,12.827499999897556,21.75,0.0,1.0,11.0,1.0,321.75,7.3,95.0,6.6,0.0,0.1,4.2,220.0,22.0,14.7
2022-01-04 12:00:00,12.5625,21.25,0.0,1.0,12.0,1.0,336.75,7.7,93.0,6.6,0.0,0.0,4.4,230.0,22.0,14.3
2022-01-04 13:00:00,12.389999999897556,25.5,0.0,1.0,13.0,1.0,323.0,7.8,92.0,6.5,0.0,0.0,5.1,230.0,22.0,14.2
2022-01-04 14:00:00,12.662500000093132,25.75,0.0,1.0,14.0,1.0,358.0,8.1,90.0,6.6,0.0,0.0,5.5,240.0,22.0,13.9
2022-01-04 15:00:00,12.109999999869617,23.75,0.0,1.0,15.0,1.0,312.5,7.7,96.0,7.0,0.0,1.0,5.0,240.0,22.0,14.3
2022-01-04 16:00:00,10.56250000023283,23.75,0.0,1.0,16.0,1.0,304.75,7.0,92.0,5.8,0.0,0.4,4.3,260.0,22.0,15.0
2022-01-04 17:00:00,8.787499999860302,21.0,0.0,1.0,17.0,0.0,0.0,6.5,97.0,6.0,0.0,1.6,3.9,250.0,6.5,0.0
2022-01-04 18:00:00,7.542499999981373,19.25,0.0,1.0,18.0,0.0,0.0,6.3,95.0,5.6,0.0,0.5,3.1,260.0,6.3,0.0
2022-01-04 19:00:00,7.317499999888241,20.25,0.0,1.0,19.0,0.0,0.0,5.7,91.0,4.4,0.0,0.2,2.2,290.0,5.7,0.0
2022-01-04 20:00:00,7.322500000242144,20.5,0.0,1.0,20.0,0.0,0.0,5.2,88.0,3.4,0.0,0.0,3.0,360.0,5.2,0.0
2022-01-04 21:00:00,5.942499999888241,20.75,0.0,1.0,21.0,0.0,0.0,4.2,83.0,1.6,0.0,1.3,3.5,360.0,4.2,0.0
2022-01-04 22:00:00,5.345000000204891,20.5,0.0,1.0,22.0,0.0,0.0,4.0,93.0,2.9,0.0,0.1,1.0,60.0,4.0,0.0
2022-01-04 23:00:00,5.834999999962747,21.0,0.0,1.0,23.0,0.0,0.0,4.2,84.0,1.8,0.0,0.0,2.2,320.0,4.2,0.0
2022-01-05 00:00:00,5.307499999878928,21.0,0.0,2.0,0.0,0.0,0.0,3.2,92.0,2.0,0.0,1.7,4.2,300.0,3.2,0.0
2022-01-05 01:00:00,5.3325000000186265,21.0,0.0,2.0,1.0,0.0,0.0,3.3,91.0,2.1,0.0,0.4,3.8,280.0,3.3,0.0
2022-01-05 02:00:00,5.260000000009313,21.5,0.0,2.0,2.0,0.0,0.0,2.7,95.0,2.0,0.0,0.0,3.9,240.0,2.7,0.0
2022-01-05 03:00:00,5.267500000074506,21.25,0.0,2.0,3.0,0.0,0.0,2.6,93.0,1.6,0.0,0.0,4.9,250.0,2.6,0.0
2022-01-05 04:00:00,6.622499999823049,22.0,0.0,2.0,4.0,0.0,0.0,2.2,88.0,0.5,0.0,0.0,5.1,250.0,2.2,0.0
2022-01-05 05:00:00,7.312500000232831,22.0,0.0,2.0,5.0,0.0,0.0,1.8,87.0,-0.2,0.0,0.0,5.3,250.0,1.8,0.0
2022-01-05 06:00:00,7.234999999869615,22.25,0.0,2.0,6.0,0.0,0.0,1.8,87.0,-0.1,0.0,0.0,5.2,230.0,1.8,0.0
2022-01-05 07:00:00,8.06499999994412,23.5,0.0,2.0,7.0,0.0,0.0,2.2,83.0,-0.3,0.0,0.0,6.5,230.0,2.2,0.0
2022-01-05 08:00:00,10.31499999994412,26.25,0.0,2.0,8.0,0.0,0.0,2.3,84.0,-0.1,0.0,0.0,7.5,230.0,2.3,0.0
2022-01-05 09:00:00,11.49750000005588,29.0,0.0,2.0,9.0,1.0,331.75,2.8,84.0,0.4,0.0,0.0,8.5,230.0,22.0,19.2
2022-01-05 10:00:00,12.017500000074506,29.5,0.0,2.0,10.0,1.0,340.75,3.5,82.0,0.7,0.0,0.0,9.6,240.0,22.0,18.5
2022-01-05 11:00:00,12.00499999988824,26.25,0.0,2.0,11.0,1.0,345.0,3.9,82.0,1.2,0.0,0.0,10.4,240.0,22.0,18.1
2022-01-05 12:00:00,12.915000000037251,27.75,0.0,2.0,12.0,1.0,312.0,4.4,84.0,1.9,0.0,0.2,10.6,240.0,22.0,17.6
2022-01-05 13:00:00,11.975000000093132,29.0,0.0,2.0,13.0,1.0,313.5,5.0,81.0,2.1,0.0,0.0,11.2,250.0,22.0,17.0
2022-01-05 14:00:00,12.072500000009311,28.0,0.0,2.0,14.0,1.0,326.75,5.1,84.0,2.6,0.0,0.1,9.6,260.0,22.0,16.9
2022-01-05 15:00:00,11.169999999925494,26.75,0.0,2.0,15.0,1.0,334.5,5.1,86.0,2.9,0.0,0.1,8.1,260.0,22.0,16.9
2022-01-05 16:00:00,10.037499999860302,26.75,0.0,2.0,16.0,1.0,328.75,5.1,87.0,3.2,0.0,0.4,8.0,260.0,22.0,16.9
2022-01-05 17:00:00,9.080000000074506,26.0,0.0,2.0,17.0,0.0,0.0,5.0,90.0,3.4,0.0,0.2,7.4,260.0,5.0,0.0
2022-01-05 18:00:00,8.347500000149012,25.25,0.0,2.0,18.0,0.0,0.0,5.2,89.0,3.6,0.0,0.0,7.4,260.0,5.2,0.0
2022-01-05 19:00:00,7.895000000018626,26.25,0.0,2.0,19.0,0.0,0.0,5.1,91.0,3.8,0.0,0.1,6.5,260.0,5.1,0.0
2022-01-05 20:00:00,7.867499999934807,26.0,0.0,2.0,20.0,0.0,0.0,5.2,90.0,3.7,0.0,0.0,6.0,270.0,5.2,0.0
2022-01-05 21:00:00,6.372500000055879,26.0,0.0,2.0,21.0,0.0,0.0,5.0,90.0,3.5,0.0,0.0,5.0,270.0,5.0,0.0
2022-01-05 22:00:00,5.617499999934807,26.0,0.0,2.0,22.0,0.0,0.0,4.3,91.0,3.0,0.0,0.0,4.7,280.0,4.3,0.0
2022-01-05 23:00:00,6.192499999888241,26.0,0.0,2.0,23.0,0.0,0.0,4.1,92.0,2.9,0.0,0.0,4.6,280.0,4.1,0.0
2022-01-06 00:00:00,5.5475000001024455,26.0,0.0,3.0,0.0,0.0,0.0,3.6,95.0,2.8,0.0,0.0,4.2,260.0,3.6,0.0
2022-01-06 01:00:00,5.625,27.0,0.0,3.0,1.0,0.0,0.0,3.3,94.0,2.4,0.0,0.0,4.4,260.0,3.3,0.0
2022-01-06 02:00:00,5.609999999869615,26.0,0.0,3.0,2.0,0.0,0.0,2.8,93.0,1.8,0.0,0.0,4.0,270.0,2.8,0.0
2022-01-06 03:00:00,5.650000000139698,26.5,0.0,3.0,3.0,0.0,0.0,2.7,91.0,1.4,0.0,0.0,3.6,280.0,2.7,0.0
2022-01-06 04:00:00,7.6875,26.5,0.0,3.0,4.0,0.0,0.0,2.8,89.0,1.1,0.0,0.0,3.3,290.0,2.8,0.0
2022-01-06 05:00:00,8.424999999813735,27.0,0.0,3.0,5.0,0.0,0.0,2.0,91.0,0.7,0.0,0.0,2.4,280.0,2.0,0.0
2022-01-06 06:00:00,8.257500000298023,26.75,0.0,3.0,6.0,0.0,0.0,1.7,93.0,0.7,0.0,0.0,1.9,270.0,1.7,0.0
2022-01-06 07:00:00,8.604999999981374,27.5,0.0,3.0,7.0,0.0,0.0,0.8,97.0,0.3,0.0,0.0,1.1,250.0,0.8,0.0
2022-01-06 08:00:00,10.924999999813735,31.5,0.0,3.0,8.0,0.0,0.0,-0.4,96.0,-1.0,0.0,0.0,1.4,240.0,-0.4,0.0
2022-01-06 09:00:00,11.62250000005588,30.5,0.0,3.0,9.0,1.0,338.25,0.2,97.0,-0.3,2.0,0.0,1.7,220.0,22.0,21.8
2022-01-06 10:00:00,11.800000000046566,29.25,0.0,3.0,10.0,1.0,315.75,2.5,92.0,1.3,48.0,0.0,1.8,210.0,22.0,19.5
2022-01-06 11:00:00,11.602499999804422,29.75,0.0,3.0,11.0,1.0,299.75,3.7,88.0,1.9,41.0,0.0,2.1,230.0,22.0,18.3
2022-01-06 12:00:00,12.510000000242144,29.0,0.0,3.0,12.0,1.0,331.5,4.5,85.0,2.2,42.0,0.0,2.1,220.0,22.0,17.5
2022-01-06 13:00:00,16.174999999813735,32.0,0.0,3.0,13.0,1.0,334.75,4.9,87.0,2.9,23.0,0.0,3.0,180.0,22.0,17.1
2022-01-06 14:00:00,16.805000000167638,28.0,0.0,3.0,14.0,1.0,336.5,5.2,86.0,3.1,12.0,0.0,3.1,180.0,22.0,16.8
2022-01-06 15:00:00,15.992499999934807,28.25,0.0,3.0,15.0,1.0,345.25,5.8,85.0,3.5,36.0,0.0,3.1,210.0,22.0,16.2
2022-01-06 16:00:00,15.40250000008382,26.5,0.0,3.0,16.0,1.0,342.75,3.9,87.0,2.0,2.0,0.0,4.5,210.0,22.0,18.1
2022-01-06 17:00:00,14.62999999988824,24.75,0.0,3.0,17.0,0.0,0.0,2.7,88.0,0.9,0.0,0.0,4.5,200.0,2.7,0.0
2022-01-06 18:00:00,12.81499999994412,25.0,0.0,3.0,18.0,0.0,0.0,2.8,87.0,0.9,0.0,0.0,4.2,190.0,2.8,0.0
2022-01-06 19:00:00,12.24750000005588,25.25,0.0,3.0,19.0,0.0,0.0,2.2,89.0,0.6,0.0,0.0,4.1,200.0,2.2,0.0
2022-01-06 20:00:00,12.547500000102444,26.0,0.0,3.0,20.0,0.0,0.0,2.5,86.0,0.4,0.0,0.0,5.1,200.0,2.5,0.0
2022-01-06 21:00:00,7.489999999990687,25.25,0.0,3.0,21.0,0.0,0.0,2.7,84.0,0.2,0.0,0.0,4.9,190.0,2.7,0.0
2022-01-06 22:00:00,5.297499999869615,26.0,0.0,3.0,22.0,0.0,0.0,2.8,80.0,-0.3,0.0,0.0,5.6,180.0,2.8,0.0
2022-01-06 23:00:00,6.760000000009313,25.75,0.0,3.0,23.0,0.0,0.0,3.0,78.0,-0.5,0.0,0.0,5.6,180.0,3.0,0.0
2022-01-07 00:00:00,5.377500000176951,26.75,0.0,4.0,0.0,0.0,0.0,3.2,76.0,-0.6,0.0,0.0,6.5,180.0,3.2,0.0
2022-01-07 01:00:00,5.277499999850988,26.25,0.0,4.0,1.0,0.0,0.0,3.3,77.0,-0.4,0.0,0.0,6.9,180.0,3.3,0.0
2022-01-07 02:00:00,5.277500000083819,26.0,0.0,4.0,2.0,0.0,0.0,3.3,78.0,-0.2,0.0,0.0,8.0,180.0,3.3,0.0
2022-01-07 03:00:00,5.322500000009313,27.0,0.0,4.0,3.0,0.0,0.0,2.7,85.0,0.5,0.0,0.1,7.3,180.0,2.7,0.0
2022-01-07 04:00:00,9.119999999878928,26.0,0.0,4.0,4.0,0.0,0.0,2.5,89.0,0.9,0.0,0.3,6.9,170.0,2.5,0.0
2022-01-07 05:00:00,11.110000000102444,26.25,0.0,4.0,5.0,0.0,0.0,2.6,88.0,0.8,0.0,0.0,6.8,170.0,2.6,0.0
2022-01-07 06:00:00,11.167499999981374,26.75,0.0,4.0,6.0,0.0,0.0,2.2,93.0,1.3,0.0,1.1,6.4,180.0,2.2,0.0
2022-01-07 07:00:00,12.012499999953434,27.5,0.0,4.0,7.0,0.0,0.0,2.9,92.0,1.7,0.0,0.6,5.2,170.0,2.9,0.0
2022-01-07 08:00:00,13.97249999991618,30.0,0.0,4.0,8.0,0.0,0.0,3.7,89.0,2.1,0.0,0.0,4.5,170.0,3.7,0.0
2022-01-07 09:00:00,15.095000000204893,31.0,0.0,4.0,9.0,1.0,327.5,4.0,88.0,2.2,0.0,0.0,6.2,200.0,22.0,18.0
2022-01-07 10:00:00,15.68999999994412,31.0,0.0,4.0,10.0,1.0,321.0,4.3,86.0,2.1,0.0,0.0,6.2,200.0,22.0,17.7
2022-01-07 11:00:00,16.702499999897555,34.75,0.0,4.0,11.0,1.0,351.25,4.6,85.0,2.3,0.0,0.0,6.4,210.0,22.0,17.4
2022-01-07 12:00:00,17.100000000093132,33.0,0.0,4.0,12.0,1.0,324.0,5.0,85.0,2.6,0.0,0.0,6.7,220.0,22.0,17.0
2022-01-07 13:00:00,16.977499999804422,30.25,0.0,4.0,13.0,1.0,343.25,5.5,83.0,2.9,0.0,0.0,6.6,220.0,22.0,16.5
2022-01-07 14:00:00,16.34250000026077,31.25,0.0,4.0,14.0,1.0,326.5,4.6,89.0,3.0,0.0,0.2,7.7,220.0,22.0,17.4
2022-01-07 15:00:00,15.214999999850988,30.0,0.0,4.0,15.0,1.0,324.5,3.2,90.0,1.7,0.0,0.4,7.2,220.0,22.0,18.8
2022-01-07 16:00:00,13.677499999990689,28.25,0.0,4.0,16.0,1.0,329.25,3.6,92.0,2.4,0.0,0.0,5.7,210.0,22.0,18.4
2022-01-07 17:00:00,12.455000000074506,26.5,0.0,4.0,17.0,0.0,0.0,4.2,85.0,1.8,0.0,0.0,5.7,210.0,4.2,0.0
2022-01-07 18:00:00,12.352500000037251,26.75,0.0,4.0,18.0,0.0,0.0,3.2,89.0,1.6,0.0,0.0,4.9,220.0,3.2,0.0
2022-01-07 19:00:00,12.044999999925494,27.25,0.0,4.0,19.0,0.0,0.0,2.0,91.0,0.7,0.0,0.0,4.8,220.0,2.0,0.0
2022-01-07 20:00:00,11.87749999994412,27.5,0.0,4.0,20.0,0.0,0.0,1.8,92.0,0.7,0.0,0.0,4.3,210.0,1.8,0.0
2022-01-07 21:00:00,8.205000000074506,27.5,0.0,4.0,21.0,0.0,0.0,2.8,88.0,1.1,0.0,0.0,4.7,210.0,2.8,0.0
2022-01-07 22:00:00,6.054999999934807,27.5,0.0,4.0,22.0,0.0,0.0,2.9,88.0,1.2,0.0,0.0,3.4,190.0,2.9,0.0
2022-01-07 23:00:00,7.395000000018626,27.5,0.0,4.0,23.0,0.0,0.0,2.3,91.0,1.1,0.0,0.0,2.6,180.0,2.3,0.0
2022-01-08 00:00:00,5.932500000111759,27.0,1.0,5.0,0.0,0.0,0.0,2.4,92.0,1.3,0.0,0.0,2.0,170.0,2.4,0.0
2022-01-08 01:00:00,5.9375,27.75,1.0,5.0,1.0,0.0,0.0,2.7,91.0,1.4,0.0,0.0,2.4,210.0,2.7,0.0
2022-01-08 02:00:00,5.982499999925494,27.25,1.0,5.0,2.0,0.0,0.0,1.3,96.0,0.8,0.0,0.0,2.7,220.0,1.3,0.0
